0.000000000000000000e+00 0.000000000000000000e+00 1.235161399072472882e-01
2.000000000000000042e-02 0.000000000000000000e+00 2.445184020634099953e-01
4.000000000000000083e-02 0.000000000000000000e+00 9.327182451243552774e-02
5.999999999999999778e-02 0.000000000000000000e+00 1.406073402431755048e-01
8.000000000000000167e-02 0.000000000000000000e+00 1.225812038595002484e-01
1.000000000000000056e-01 0.000000000000000000e+00 4.735401269374473615e-02
1.200000000000000094e-01 0.000000000000000000e+00 5.360060524357553036e-02
1.400000000000000133e-01 0.000000000000000000e+00 7.142492008458878328e-02
1.600000000000000033e-01 0.000000000000000000e+00 4.436845205591088970e-02
1.799999999999999933e-01 0.000000000000000000e+00 1.764314954678131847e-02
1.999999999999999833e-01 0.000000000000000000e+00 3.890727343963528567e-02
2.199999999999999734e-01 0.000000000000000000e+00 3.887119670523068310e-02
2.399999999999999634e-01 0.000000000000000000e+00 3.359863190716606829e-02
2.599999999999999534e-01 0.000000000000000000e+00 2.219941080647474044e-02
2.799999999999999711e-01 0.000000000000000000e+00 1.511846537254922171e-02
2.999999999999999889e-01 0.000000000000000000e+00 1.471482519301284438e-02
3.200000000000000067e-01 0.000000000000000000e+00 1.277595083957317433e-02
3.400000000000000244e-01 0.000000000000000000e+00 1.263152923081629735e-02
3.600000000000000422e-01 0.000000000000000000e+00 2.557248367548559109e-02
3.800000000000000600e-01 0.000000000000000000e+00 1.975922289254264039e-02
4.000000000000000777e-01 0.000000000000000000e+00 4.250907640603865389e-02
4.200000000000000955e-01 0.000000000000000000e+00 4.955889288794164405e-02
4.400000000000001132e-01 0.000000000000000000e+00 5.498936416090807744e-02
4.600000000000001310e-01 0.000000000000000000e+00 2.659589800337294058e-02
0.000000000000000000e+00 2.000000000000000042e-02 3.339089267951928508e-01
2.000000000000000042e-02 2.000000000000000042e-02 1.652433844109540695e-01
4.000000000000000083e-02 2.000000000000000042e-02 1.394454375360168752e-01
5.999999999999999778e-02 2.000000000000000042e-02 9.549052187909191913e-02
8.000000000000000167e-02 2.000000000000000042e-02 1.143422584235434386e-01
1.000000000000000056e-01 2.000000000000000042e-02 1.044957976674180389e-01
1.200000000000000094e-01 2.000000000000000042e-02 7.722231825385210413e-02
1.400000000000000133e-01 2.000000000000000042e-02 7.657093184294212762e-02
1.600000000000000033e-01 2.000000000000000042e-02 4.272164978712687106e-02
1.799999999999999933e-01 2.000000000000000042e-02 4.781286771003787767e-02
1.999999999999999833e-01 2.000000000000000042e-02 3.210480188733508961e-02
2.199999999999999734e-01 2.000000000000000042e-02 3.071152948641800440e-02
2.399999999999999634e-01 2.000000000000000042e-02 2.422315191470192017e-02
2.599999999999999534e-01 2.000000000000000042e-02 1.280258493653513123e-02
2.799999999999999711e-01 2.000000000000000042e-02 1.272048179743154664e-02
2.999999999999999889e-01 2.000000000000000042e-02 1.172835450401910062e-02
3.200000000000000067e-01 2.000000000000000042e-02 1.010303781484997269e-02
3.400000000000000244e-01 2.000000000000000042e-02 9.762588138022224721e-03
3.600000000000000422e-01 2.000000000000000042e-02 8.514814842282962884e-03
3.800000000000000600e-01 2.000000000000000042e-02 1.528428521896366479e-02
4.000000000000000777e-01 2.000000000000000042e-02 3.454601545684710378e-03
4.200000000000000955e-01 2.000000000000000042e-02 2.867881336800699385e-02
4.400000000000001132e-01 2.000000000000000042e-02 4.739642398783319721e-02
4.600000000000001310e-01 2.000000000000000042e-02 1.748885913942809303e-02
0.000000000000000000e+00 4.000000000000000083e-02 1.426318614895381309e-01
2.000000000000000042e-02 4.000000000000000083e-02 1.708892458990181606e-01
4.000000000000000083e-02 4.000000000000000083e-02 1.083687049836022237e-01
5.999999999999999778e-02 4.000000000000000083e-02 1.464030127119146651e-01
8.000000000000000167e-02 4.000000000000000083e-02 7.619197205568899178e-02
1.000000000000000056e-01 4.000000000000000083e-02 8.344844139221675727e-02
1.200000000000000094e-01 4.000000000000000083e-02 7.430131024210109847e-02
1.400000000000000133e-01 4.000000000000000083e-02 6.936335777227885246e-02
1.600000000000000033e-01 4.000000000000000083e-02 3.920403892165644916e-02
1.799999999999999933e-01 4.000000000000000083e-02 3.338184875245878841e-02
1.999999999999999833e-01 4.000000000000000083e-02 2.633287662091229192e-02
2.199999999999999734e-01 4.000000000000000083e-02 2.863916913778078582e-02
2.399999999999999634e-01 4.000000000000000083e-02 1.760738384953412783e-02
2.599999999999999534e-01 4.000000000000000083e-02 1.323922651709150307e-02
2.799999999999999711e-01 4.000000000000000083e-02 1.137595079416937709e-02
2.999999999999999889e-01 4.000000000000000083e-02 8.007827642313411140e-03
3.200000000000000067e-01 4.000000000000000083e-02 6.350223648996217336e-03
3.400000000000000244e-01 4.000000000000000083e-02 4.938260462121840666e-03
3.600000000000000422e-01 4.000000000000000083e-02 1.635760765278631429e-02
3.800000000000000600e-01 4.000000000000000083e-02 8.428370392721718993e-03
4.000000000000000777e-01 4.000000000000000083e-02 5.061521055450842951e-03
4.200000000000000955e-01 4.000000000000000083e-02 1.451507004227474418e-02
4.400000000000001132e-01 4.000000000000000083e-02 2.613931125524053892e-02
4.600000000000001310e-01 4.000000000000000083e-02 1.736391808820888713e-02
0.000000000000000000e+00 5.999999999999999778e-02 2.023132076529176593e-01
2.000000000000000042e-02 5.999999999999999778e-02 1.553089753788562677e-01
4.000000000000000083e-02 5.999999999999999778e-02 1.146007720956972314e-01
5.999999999999999778e-02 5.999999999999999778e-02 1.414343067690818356e-01
8.000000000000000167e-02 5.999999999999999778e-02 2.062307054549831764e-01
1.000000000000000056e-01 5.999999999999999778e-02 7.409122557346106697e-02
1.200000000000000094e-01 5.999999999999999778e-02 1.029717605518546270e-01
1.400000000000000133e-01 5.999999999999999778e-02 6.257572507026046282e-02
1.600000000000000033e-01 5.999999999999999778e-02 4.309023035347225861e-02
1.799999999999999933e-01 5.999999999999999778e-02 1.788560245087356115e-02
1.999999999999999833e-01 5.999999999999999778e-02 1.817659258840671060e-02
2.199999999999999734e-01 5.999999999999999778e-02 1.722424916799900063e-02
2.399999999999999634e-01 5.999999999999999778e-02 1.124613274103552531e-02
2.599999999999999534e-01 5.999999999999999778e-02 1.102748701022538899e-02
2.799999999999999711e-01 5.999999999999999778e-02 9.140758679983932572e-03
2.999999999999999889e-01 5.999999999999999778e-02 6.626050615481348695e-03
3.200000000000000067e-01 5.999999999999999778e-02 1.115315336454743289e-02
3.400000000000000244e-01 5.999999999999999778e-02 1.067424784627834383e-02
3.600000000000000422e-01 5.999999999999999778e-02 2.717010616415512555e-03
3.800000000000000600e-01 5.999999999999999778e-02 1.165512155902998122e-02
4.000000000000000777e-01 5.999999999999999778e-02 5.253875667521968988e-03
4.200000000000000955e-01 5.999999999999999778e-02 1.724272256842978093e-02
4.400000000000001132e-01 5.999999999999999778e-02 2.502814095912056155e-02
4.600000000000001310e-01 5.999999999999999778e-02 7.831160632136567601e-02
0.000000000000000000e+00 8.000000000000000167e-02 1.290997843998553940e-01
2.000000000000000042e-02 8.000000000000000167e-02 1.191883332487983227e-01
4.000000000000000083e-02 8.000000000000000167e-02 1.568237837168699744e-01
5.999999999999999778e-02 8.000000000000000167e-02 1.707192115723730197e-01
8.000000000000000167e-02 8.000000000000000167e-02 1.056941574614120305e-01
1.000000000000000056e-01 8.000000000000000167e-02 7.866797164057651170e-02
1.200000000000000094e-01 8.000000000000000167e-02 5.586889558824796598e-02
1.400000000000000133e-01 8.000000000000000167e-02 4.381814594066767848e-02
1.600000000000000033e-01 8.000000000000000167e-02 3.337672800219922825e-02
1.799999999999999933e-01 8.000000000000000167e-02 1.340406435284487337e-02
1.999999999999999833e-01 8.000000000000000167e-02 1.046078491220465978e-02
2.199999999999999734e-01 8.000000000000000167e-02 7.532322675994640622e-03
2.399999999999999634e-01 8.000000000000000167e-02 9.205746492375672246e-03
2.599999999999999534e-01 8.000000000000000167e-02 9.260454128623963471e-03
2.799999999999999711e-01 8.000000000000000167e-02 7.484034591132801215e-03
2.999999999999999889e-01 8.000000000000000167e-02 8.202386753075011083e-03
3.200000000000000067e-01 8.000000000000000167e-02 6.400499497537171650e-03
3.400000000000000244e-01 8.000000000000000167e-02 2.342909777038550481e-03
3.600000000000000422e-01 8.000000000000000167e-02 5.621510092698975801e-03
3.800000000000000600e-01 8.000000000000000167e-02 1.820844565128210135e-02
4.000000000000000777e-01 8.000000000000000167e-02 6.525879926567871962e-03
4.200000000000000955e-01 8.000000000000000167e-02 7.386451186954738624e-03
4.400000000000001132e-01 8.000000000000000167e-02 7.989259266106658874e-02
4.600000000000001310e-01 8.000000000000000167e-02 1.109994450978714180e-02
0.000000000000000000e+00 1.000000000000000056e-01 1.846307186281868074e-01
2.000000000000000042e-02 1.000000000000000056e-01 1.139718067656629585e-01
4.000000000000000083e-02 1.000000000000000056e-01 1.589420375788599959e-01
5.999999999999999778e-02 1.000000000000000056e-01 1.191149579566508909e-01
8.000000000000000167e-02 1.000000000000000056e-01 6.688885576281436429e-02
1.000000000000000056e-01 1.000000000000000056e-01 5.658329277360106546e-02
1.200000000000000094e-01 1.000000000000000056e-01 4.701081740440919698e-02
1.400000000000000133e-01 1.000000000000000056e-01 2.510322631438133625e-02
1.600000000000000033e-01 1.000000000000000056e-01 3.391826244294866149e-02
1.799999999999999933e-01 1.000000000000000056e-01 1.233054584106540313e-02
1.999999999999999833e-01 1.000000000000000056e-01 5.704572662579001849e-03
2.199999999999999734e-01 1.000000000000000056e-01 5.722336399072739874e-03
2.399999999999999634e-01 1.000000000000000056e-01 7.597689150211734029e-03
2.599999999999999534e-01 1.000000000000000056e-01 7.932206577276315965e-03
2.799999999999999711e-01 1.000000000000000056e-01 5.997200716085846275e-03
2.999999999999999889e-01 1.000000000000000056e-01 5.750065862639821938e-03
3.200000000000000067e-01 1.000000000000000056e-01 9.531258313175645924e-03
3.400000000000000244e-01 1.000000000000000056e-01 1.183573620838283651e-02
3.600000000000000422e-01 1.000000000000000056e-01 5.688477816272486179e-03
